,factura_id,ciudad,tipo_cliente,genero,linea_producto,precio,cantidad,impuesto_5,total,fecha,hora,pago,rating,Producto_id,tienda_id,fecha_larga
169,105-31-1824,Yangon,Member,Male,Sports and travel,69.52,7.0,24.332,510.972,02/01/2019,15:10,Credit card,8.5,1.0,1,02/01/2019 15:10
170,249-42-3782,Yangon,Normal,Male,Health and beauty,70.01,5.0,17.5025,367.5525,01/03/2019,11:36,Ewallet,5.5,1.0,2,01/03/2019 11:36
171,316-55-4634,Mandalay,Member,Male,Food and beverages,80.05,5.0,20.0125,420.2625,01/26/2019,12:45,Credit card,9.4,5.0,3,01/26/2019 12:45
172,733-33-4967,Naypyitaw,Normal,Male,Electronic accessories,20.85,8.0,8.34,175.14,03/03/2019,19:17,Cash,6.3,6.0,4,03/03/2019 19:17
173,608-27-6295,Mandalay,Member,Male,Electronic accessories,52.89,6.0,15.867,333.207,01/19/2019,17:34,Credit card,9.8,7.0,5,01/19/2019 17:34
174,414-12-7047,Mandalay,Normal,Male,Food and beverages,19.79,8.0,7.916,166.236,01/18/2019,12:04,Ewallet,8.7,8.0,6,01/18/2019 12:04
175,827-26-2100,Yangon,Member,Male,Home and lifestyle,33.84,9.0,15.228,319.788,03/21/2019,16:21,Ewallet,8.8,234.0,1,03/21/2019 16:21
176,175-54-2529,Yangon,Member,Male,Food and beverages,22.17,8.0,8.868,186.228,03/03/2019,17:01,Credit card,9.6,34.0,4,03/03/2019 17:01
177,139-52-2867,Naypyitaw,Normal,Female,Fashion accessories,22.51,7.0,7.8785,165.4485,02/13/2019,10:50,Credit card,4.8,3.0,5,02/13/2019 10:50
178,407-63-8975,Yangon,Normal,Male,Food and beverages,73.88,6.0,22.164,465.444,03/23/2019,19:16,Ewallet,4.4,3.0,6,03/23/2019 19:16
179,342-65-4817,Naypyitaw,Member,Male,Health and beauty,86.8,3.0,13.02,273.42,01/28/2019,16:47,Ewallet,9.9,45.0,7,01/28/2019 16:47
180,130-98-8941,Naypyitaw,Normal,Male,Fashion accessories,64.26,7.0,22.491,472.311,02/09/2019,10:00,Cash,5.7,6.0,8,02/09/2019 10:00
181,434-83-9547,Naypyitaw,Member,Male,Food and beverages,38.47,8.0,15.388,323.148,01/23/2019,11:51,Cash,7.7,7.0,1,01/23/2019 11:51
183,824-88-3614,Naypyitaw,Normal,Male,Health and beauty,34.31,8.0,13.724,288.204,01/25/2019,15:00,Ewallet,5.7,4.0,3,01/25/2019 15:00
184,586-25-0848,Yangon,Normal,Female,Sports and travel,12.34,7.0,4.319,90.699,03/04/2019,11:19,Credit card,6.7,34.0,7,03/04/2019 11:19
185,895-66-0685,Mandalay,Member,Male,Food and beverages,18.08,3.0,2.712,56.952,03/05/2019,19:46,Ewallet,8.0,6.0,6,03/05/2019 19:46
186,305-14-0245,Mandalay,Member,Female,Home and lifestyle,94.49,8.0,37.796,793.716,03/03/2019,19:00,Ewallet,7.5,2.0,8,03/03/2019 19:00
187,732-04-5373,Mandalay,Member,Male,Home and lifestyle,46.47,4.0,9.294,195.174,02/08/2019,10:53,Cash,7.0,3.0,1,02/08/2019 10:53
188,400-60-7251,Yangon,Normal,Male,Home and lifestyle,74.07,1.0,3.7035,77.7735,02/10/2019,12:50,Ewallet,9.9,4.0,2,02/10/2019 12:50
189,593-65-1552,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4.0,13.962,293.202,01/28/2019,20:50,Credit card,5.9,5.0,4,01/28/2019 20:50
190,284-34-9626,Mandalay,Normal,Female,Home and lifestyle,77.04,3.0,11.556,242.676,02/11/2019,10:39,Credit card,7.2,6.0,5,02/11/2019 10:39
191,437-58-8131,Mandalay,Normal,Female,Fashion accessories,73.52,2.0,7.352,154.392,01/15/2019,13:41,Ewallet,4.6,6.0,7,01/15/2019 13:41
192,286-43-6208,Naypyitaw,Normal,Female,Food and beverages,87.8,9.0,39.51,829.71,03/16/2019,19:08,Cash,9.2,7.0,6,03/16/2019 19:08
193,641-43-2399,Mandalay,Normal,Male,Home and lifestyle,25.55,4.0,5.11,107.31,01/26/2019,20:23,Ewallet,5.7,1.0,8,01/26/2019 20:23
194,831-07-6050,Yangon,Normal,Male,Electronic accessories,32.71,5.0,8.1775,171.7275,03/19/2019,11:30,Credit card,9.9,1.0,1,03/19/2019 11:30
195,556-86-3144,Naypyitaw,Member,Female,Fashion accessories,74.29,1.0,3.7145,78.0045,01/13/2019,19:30,Cash,5.0,3.0,2,01/13/2019 19:30
196,848-24-9445,Naypyitaw,Member,Male,Health and beauty,43.7,2.0,4.37,91.77,03/26/2019,18:03,Cash,4.9,5.0,3,03/26/2019 18:03
197,856-22-8149,Yangon,Normal,Female,Home and lifestyle,25.29,1.0,1.2645,26.5545,03/23/2019,10:13,Ewallet,6.1,9.0,4,03/23/2019 10:13
198,699-01-4164,Naypyitaw,Normal,Male,Health and beauty,41.5,4.0,8.3,174.3,03/12/2019,19:58,Credit card,8.2,3.0,5,03/12/2019 19:58
199,420-11-4919,Naypyitaw,Member,Female,Food and beverages,71.39,5.0,17.8475,374.7975,02/17/2019,19:57,Credit card,5.5,2.0,6,02/17/2019 19:57
200,606-80-4905,Naypyitaw,Member,Female,Sports and travel,19.15,6.0,5.745,120.645,01/29/2019,10:01,Credit card,6.8,1.0,1,01/29/2019 10:01
201,542-41-0513,Mandalay,Member,Female,Electronic accessories,57.49,4.0,11.498,241.458,03/15/2019,11:57,Cash,6.6,1.0,4,03/15/2019 11:57
202,426-39-2418,Naypyitaw,Normal,Male,Electronic accessories,61.41,7.0,21.4935,451.3635,01/14/2019,10:02,Cash,9.8,5.0,5,01/14/2019 10:02
203,875-46-5808,Mandalay,Member,Male,Health and beauty,25.9,10.0,12.95,271.95,02/06/2019,14:51,Ewallet,8.7,6.0,6,02/06/2019 14:51
204,394-43-4238,Mandalay,Member,Male,Home and lifestyle,17.77,5.0,4.4425,93.2925,02/15/2019,12:42,Credit card,5.4,7.0,7,02/15/2019 12:42
205,749-24-1565,Yangon,Normal,Female,Health and beauty,23.03,9.0,10.3635,217.6335,01/03/2019,12:02,Ewallet,7.9,8.0,8,01/03/2019 12:02
206,672-51-8681,Naypyitaw,Member,Female,Electronic accessories,66.65,9.0,29.9925,629.8425,01/04/2019,18:19,Credit card,9.7,234.0,1,01/04/2019 18:19
207,263-87-5680,Naypyitaw,Member,Female,Home and lifestyle,28.53,10.0,14.265,299.565,03/18/2019,17:38,Ewallet,7.8,34.0,4,03/18/2019 17:38
208,573-58-9734,Mandalay,Normal,Female,Fashion accessories,30.37,3.0,4.5555,95.6655,03/28/2019,13:41,Ewallet,5.1,3.0,3,03/28/2019 13:41
209,817-69-8206,Mandalay,Normal,Female,Electronic accessories,99.73,9.0,44.8785,942.4485,03/02/2019,19:42,Credit card,6.5,3.0,7,03/02/2019 19:42
210,888-02-0338,Yangon,Normal,Male,Electronic accessories,26.23,9.0,11.8035,247.8735,01/25/2019,20:24,Ewallet,5.9,45.0,6,01/25/2019 20:24
211,677-11-0152,Naypyitaw,Normal,Female,Food and beverages,93.26,9.0,41.967,881.307,01/16/2019,18:08,Cash,8.8,6.0,8,01/16/2019 18:08
212,142-63-6033,Mandalay,Normal,Male,Home and lifestyle,92.36,5.0,23.09,484.89,03/20/2019,19:17,Ewallet,4.9,7.0,1,03/20/2019 19:17
213,656-16-1063,Mandalay,Normal,Male,Sports and travel,46.42,3.0,6.963,146.223,01/04/2019,13:24,Credit card,4.4,4.0,2,01/04/2019 13:24
214,891-58-8335,Mandalay,Member,Female,Sports and travel,29.61,7.0,10.3635,217.6335,03/11/2019,15:53,Cash,6.5,4.0,4,03/11/2019 15:53
215,802-43-8934,Yangon,Normal,Male,Home and lifestyle,18.28,1.0,0.914,19.194,03/22/2019,15:05,Credit card,8.3,34.0,5,03/22/2019 15:05
216,560-30-5617,Mandalay,Normal,Female,Sports and travel,24.77,5.0,6.1925,130.0425,03/24/2019,18:27,Cash,8.5,6.0,7,03/24/2019 18:27
227,583-72-1480,Naypyitaw,Member,Male,Electronic accessories,37.06,4.0,7.412,155.652,01/31/2019,16:24,Ewallet,9.7,4.0,5,01/31/2019 16:24
228,466-61-5506,Mandalay,Member,Female,Electronic accessories,90.7,6.0,27.21,571.41,02/26/2019,10:52,Cash,5.3,34.0,6,02/26/2019 10:52
229,721-86-6247,Yangon,Normal,Female,Home and lifestyle,63.42,8.0,25.368,532.728,03/11/2019,12:55,Ewallet,7.4,6.0,7,03/11/2019 12:55
230,289-65-5721,Mandalay,Normal,Female,Fashion accessories,81.37,2.0,8.137,170.877,01/26/2019,19:28,Cash,6.5,2.0,8,01/26/2019 19:28
231,545-46-3100,Mandalay,Member,Female,Electronic accessories,10.59,3.0,1.5885,33.3585,03/12/2019,13:52,Credit card,8.7,3.0,1,03/12/2019 13:52
232,418-02-5978,Mandalay,Normal,Female,Health and beauty,84.09,9.0,37.8405,794.6505,02/11/2019,10:54,Cash,8.0,4.0,4,02/11/2019 10:54
233,269-04-5750,Mandalay,Member,Male,Fashion accessories,73.82,4.0,14.764,310.044,02/21/2019,18:31,Cash,6.7,5.0,3,02/21/2019 18:31
234,157-13-5295,Yangon,Member,Male,Health and beauty,51.94,10.0,25.97,545.37,03/09/2019,18:24,Ewallet,6.5,6.0,7,03/09/2019 18:24
235,645-78-8093,Yangon,Normal,Female,Sports and travel,93.14,2.0,9.314,195.594,01/20/2019,18:09,Ewallet,4.1,6.0,6,01/20/2019 18:09
236,211-30-9270,Naypyitaw,Normal,Male,Health and beauty,17.41,5.0,4.3525,91.4025,01/28/2019,15:16,Credit card,4.9,7.0,8,01/28/2019 15:16
237,755-12-3214,Naypyitaw,Member,Female,Fashion accessories,44.22,5.0,11.055,232.155,03/05/2019,17:07,Credit card,8.6,1.0,1,03/05/2019 17:07
238,346-84-3103,Mandalay,Member,Female,Electronic accessories,13.22,5.0,3.305,69.405,03/02/2019,19:26,Cash,4.3,1.0,2,03/02/2019 19:26
239,478-06-7835,Yangon,Normal,Male,Fashion accessories,89.69,1.0,4.4845,94.1745,01/11/2019,11:20,Ewallet,4.9,3.0,4,01/11/2019 11:20
240,540-11-4336,Yangon,Normal,Male,Food and beverages,24.94,9.0,11.223,235.683,01/11/2019,16:49,Credit card,5.6,5.0,5,01/11/2019 16:49
241,448-81-5016,Yangon,Normal,Male,Health and beauty,59.77,2.0,5.977,125.517,03/11/2019,12:01,Credit card,5.8,9.0,7,03/11/2019 12:01
242,142-72-4741,Naypyitaw,Member,Male,Fashion accessories,93.2,2.0,9.32,195.72,02/28/2019,18:37,Credit card,6.0,3.0,6,02/28/2019 18:37
243,217-58-1179,Yangon,Member,Male,Home and lifestyle,62.65,4.0,12.53,263.13,01/05/2019,11:25,Cash,4.2,2.0,8,01/05/2019 11:25
245,530-90-9855,Yangon,Member,Male,Home and lifestyle,47.59,8.0,19.036,399.756,01/01/2019,14:47,Cash,5.7,1.0,2,01/01/2019 14:47
246,866-05-7563,Mandalay,Member,Female,Electronic accessories,81.4,3.0,12.21,256.41,02/09/2019,19:43,Cash,4.8,5.0,3,02/09/2019 19:43
247,604-70-6476,Yangon,Member,Male,Fashion accessories,17.94,5.0,4.485,94.185,01/23/2019,14:04,Ewallet,6.8,6.0,4,01/23/2019 14:04
248,799-71-1548,Yangon,Member,Male,Electronic accessories,77.72,4.0,15.544,326.424,01/07/2019,16:11,Credit card,8.8,7.0,5,01/07/2019 16:11
249,785-13-7708,Mandalay,Normal,Male,Food and beverages,73.06,7.0,25.571,536.991,01/14/2019,19:06,Credit card,4.2,8.0,6,01/14/2019 19:06
250,845-51-0542,Mandalay,Member,Male,Food and beverages,46.55,9.0,20.9475,439.8975,02/02/2019,15:34,Ewallet,6.4,234.0,1,02/02/2019 15:34
251,662-47-5456,Naypyitaw,Member,Male,Fashion accessories,35.19,10.0,17.595,369.495,03/17/2019,19:06,Credit card,8.4,34.0,4,03/17/2019 19:06
252,883-17-4236,Naypyitaw,Normal,Female,Sports and travel,14.39,2.0,1.439,30.219,03/02/2019,19:44,Credit card,7.2,3.0,5,03/02/2019 19:44
253,290-68-2984,Yangon,Normal,Male,Home and lifestyle,23.75,4.0,4.75,99.75,03/16/2019,11:22,Cash,5.2,3.0,6,03/16/2019 11:22
254,704-11-6354,Yangon,Member,Male,Home and lifestyle,58.9,8.0,23.56,494.76,01/06/2019,11:23,Cash,8.9,45.0,7,01/06/2019 11:23
255,110-48-7033,Mandalay,Member,Male,Fashion accessories,32.62,4.0,6.524,137.004,01/29/2019,14:12,Cash,9.0,6.0,8,01/29/2019 14:12
256,366-93-0948,Yangon,Member,Male,Electronic accessories,66.35,1.0,3.3175,69.6675,01/31/2019,10:46,Credit card,9.7,7.0,1,01/31/2019 10:46
257,729-09-9681,Yangon,Member,Male,Home and lifestyle,25.91,6.0,7.773,163.233,02/05/2019,10:16,Ewallet,8.7,4.0,4,02/05/2019 10:16
258,151-16-1484,Yangon,Member,Male,Electronic accessories,32.25,4.0,6.45,135.45,02/13/2019,12:38,Ewallet,6.5,4.0,3,02/13/2019 12:38
259,380-94-4661,Naypyitaw,Member,Male,Electronic accessories,65.94,4.0,13.188,276.948,02/07/2019,13:05,Credit card,6.9,34.0,7,02/07/2019 13:05
260,850-41-9669,Yangon,Normal,Female,Electronic accessories,75.06,9.0,33.777,709.317,03/19/2019,13:25,Ewallet,6.2,6.0,6,03/19/2019 13:25
261,821-07-3596,Naypyitaw,Normal,Female,Fashion accessories,16.45,4.0,3.29,69.09,03/07/2019,14:53,Ewallet,5.6,2.0,8,03/07/2019 14:53
262,655-85-5130,Mandalay,Member,Female,Fashion accessories,38.3,4.0,7.66,160.86,03/13/2019,19:22,Cash,5.7,3.0,1,03/13/2019 19:22
263,447-15-7839,Yangon,Member,Female,Sports and travel,22.24,10.0,11.12,233.52,02/09/2019,11:00,Cash,4.2,4.0,2,02/09/2019 11:00
264,154-74-7179,Mandalay,Normal,Male,Sports and travel,54.45,1.0,2.7225,57.1725,02/26/2019,19:24,Ewallet,7.9,5.0,4,02/26/2019 19:24
265,253-12-6086,Yangon,Member,Female,Sports and travel,98.4,7.0,34.44,723.24,03/12/2019,12:43,Credit card,8.7,6.0,5,03/12/2019 12:43
266,808-65-0703,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4.0,7.094,148.974,03/14/2019,17:22,Credit card,6.9,6.0,7,03/14/2019 17:22
267,571-94-0759,Mandalay,Member,Female,Food and beverages,74.6,10.0,37.3,783.3,01/08/2019,20:55,Cash,9.5,7.0,6,01/08/2019 20:55
268,144-51-6085,Yangon,Member,Male,Home and lifestyle,70.74,4.0,14.148,297.108,01/05/2019,16:05,Credit card,4.4,1.0,8,01/05/2019 16:05
269,731-14-2199,Yangon,Member,Female,Home and lifestyle,35.54,10.0,17.77,373.17,01/04/2019,13:34,Ewallet,7.0,1.0,1,01/04/2019 13:34
270,783-09-1637,Mandalay,Normal,Female,Sports and travel,67.43,5.0,16.8575,354.0075,03/06/2019,18:13,Ewallet,6.3,3.0,2,03/06/2019 18:13
271,687-15-1097,Naypyitaw,Member,Female,Health and beauty,21.12,2.0,2.112,44.352,01/03/2019,19:17,Cash,9.7,5.0,3,01/03/2019 19:17
272,126-54-1082,Yangon,Member,Female,Home and lifestyle,21.54,9.0,9.693,203.553,01/07/2019,11:44,Credit card,8.8,9.0,4,01/07/2019 11:44
273,633-91-1052,Yangon,Normal,Female,Home and lifestyle,12.03,2.0,1.203,25.263,01/27/2019,15:51,Cash,5.1,3.0,5,01/27/2019 15:51
274,477-24-6490,Mandalay,Normal,Female,Health and beauty,99.71,6.0,29.913,628.173,02/26/2019,16:52,Ewallet,7.9,2.0,6,02/26/2019 16:52
275,566-19-5475,Mandalay,Normal,Male,Fashion accessories,47.97,7.0,16.7895,352.5795,01/07/2019,20:52,Cash,6.2,1.0,1,01/07/2019 20:52
276,526-86-8552,Naypyitaw,Member,Female,Home and lifestyle,21.82,10.0,10.91,229.11,01/07/2019,17:36,Cash,7.1,1.0,4,01/07/2019 17:36
277,376-56-3573,Naypyitaw,Normal,Female,Fashion accessories,95.42,4.0,19.084,400.764,02/02/2019,13:23,Ewallet,6.4,5.0,5,02/02/2019 13:23
278,537-72-0426,Naypyitaw,Member,Male,Fashion accessories,70.99,10.0,35.495,745.395,03/20/2019,16:28,Cash,5.7,6.0,6,03/20/2019 16:28
279,828-61-5674,Yangon,Member,Male,Sports and travel,44.02,10.0,22.01,462.21,03/20/2019,19:57,Credit card,9.6,7.0,7,03/20/2019 19:57
280,136-08-6195,Yangon,Normal,Female,Home and lifestyle,69.96,8.0,27.984,587.664,02/15/2019,17:01,Credit card,6.4,8.0,8,02/15/2019 17:01
281,523-38-0215,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1.0,1.85,38.85,03/06/2019,13:29,Credit card,7.9,234.0,1,03/06/2019 13:29
282,490-29-1201,Yangon,Normal,Female,Sports and travel,15.34,1.0,0.767,16.107,01/06/2019,11:09,Cash,6.5,34.0,4,01/06/2019 11:09
283,667-92-0055,Yangon,Member,Male,Health and beauty,99.83,6.0,29.949,628.929,03/04/2019,15:02,Ewallet,8.5,3.0,3,03/04/2019 15:02
284,565-17-3836,Yangon,Member,Female,Health and beauty,47.67,4.0,9.534,200.214,03/12/2019,14:21,Cash,9.1,3.0,7,03/12/2019 14:21
285,498-41-1961,Mandalay,Normal,Male,Health and beauty,66.68,5.0,16.67,350.07,02/20/2019,18:01,Cash,7.6,45.0,6,02/20/2019 18:01
286,593-95-4461,Naypyitaw,Member,Male,Home and lifestyle,74.86,1.0,3.743,78.603,03/24/2019,14:49,Cash,6.9,6.0,8,03/24/2019 14:49
287,226-71-3580,Naypyitaw,Normal,Female,Sports and travel,23.75,9.0,10.6875,224.4375,01/31/2019,12:02,Cash,9.5,7.0,1,01/31/2019 12:02
288,283-79-9594,Mandalay,Normal,Female,Food and beverages,48.51,7.0,16.9785,356.5485,01/25/2019,13:30,Credit card,5.2,4.0,2,01/25/2019 13:30
289,430-60-3493,Yangon,Member,Female,Home and lifestyle,94.88,7.0,33.208,697.368,02/03/2019,14:38,Cash,4.2,4.0,4,02/03/2019 14:38
290,139-20-0155,Mandalay,Member,Male,Electronic accessories,40.3,10.0,20.15,423.15,01/24/2019,17:37,Credit card,7.0,34.0,5,01/24/2019 17:37
291,558-80-4082,Naypyitaw,Normal,Male,Electronic accessories,27.85,7.0,9.7475,204.6975,03/14/2019,17:20,Ewallet,6.0,6.0,7,03/14/2019 17:20
292,278-97-7759,Yangon,Member,Female,Electronic accessories,62.48,1.0,3.124,65.604,02/18/2019,20:29,Cash,4.7,2.0,6,02/18/2019 20:29
293,316-68-6352,Yangon,Member,Female,Food and beverages,36.36,2.0,3.636,76.356,01/21/2019,10:00,Cash,7.1,3.0,8,01/21/2019 10:00
294,585-03-5943,Mandalay,Normal,Male,Health and beauty,18.11,10.0,9.055,190.155,03/13/2019,11:46,Ewallet,5.9,4.0,1,03/13/2019 11:46
295,211-05-0490,Naypyitaw,Member,Female,Electronic accessories,51.92,5.0,12.98,272.58,03/03/2019,13:42,Cash,7.5,5.0,2,03/03/2019 13:42
296,727-75-6477,Naypyitaw,Normal,Male,Electronic accessories,28.84,4.0,5.768,121.128,03/29/2019,14:44,Cash,6.4,6.0,3,03/29/2019 14:44
297,744-02-5987,Yangon,Member,Male,Home and lifestyle,78.38,6.0,23.514,493.794,01/10/2019,14:16,Ewallet,5.8,6.0,4,01/10/2019 14:16
298,307-83-9164,Yangon,Member,Male,Home and lifestyle,60.01,4.0,12.002,252.042,01/25/2019,15:54,Cash,4.5,7.0,5,01/25/2019 15:54
299,779-06-0012,Naypyitaw,Member,Female,Home and lifestyle,88.61,1.0,4.4305,93.0405,01/19/2019,10:21,Cash,7.7,1.0,6,01/19/2019 10:21
300,446-47-6729,Naypyitaw,Normal,Male,Fashion accessories,99.82,2.0,9.982,209.622,01/02/2019,18:09,Credit card,6.7,1.0,1,01/02/2019 18:09
301,573-10-3877,Mandalay,Member,Male,Health and beauty,39.01,1.0,1.9505,40.9605,03/12/2019,16:46,Credit card,4.7,3.0,4,03/12/2019 16:46
302,735-06-4124,Naypyitaw,Normal,Male,Food and beverages,48.61,1.0,2.4305,51.0405,02/25/2019,15:31,Cash,4.4,5.0,5,02/25/2019 15:31
303,439-54-7422,Yangon,Normal,Female,Electronic accessories,51.19,4.0,10.238,214.998,03/18/2019,17:15,Credit card,4.7,9.0,6,03/18/2019 17:15
304,396-90-2219,Mandalay,Normal,Female,Electronic accessories,14.96,8.0,5.984,125.664,02/23/2019,12:29,Cash,8.6,3.0,7,02/23/2019 12:29
305,411-77-0180,Yangon,Member,Male,Electronic accessories,72.2,7.0,25.27,530.67,03/26/2019,20:14,Ewallet,4.3,2.0,8,03/26/2019 20:14
306,286-01-5402,Yangon,Normal,Female,Sports and travel,40.23,7.0,14.0805,295.6905,03/30/2019,13:22,Cash,9.6,1.0,1,03/30/2019 13:22
307,803-17-8013,Yangon,Member,Female,Home and lifestyle,88.79,8.0,35.516,745.836,02/17/2019,17:09,Cash,4.1,1.0,4,02/17/2019 17:09
308,512-98-1403,Yangon,Member,Female,Electronic accessories,26.48,3.0,3.972,83.412,03/21/2019,10:40,Ewallet,4.7,5.0,3,03/21/2019 10:40
309,848-42-2560,Yangon,Normal,Female,Fashion accessories,81.91,2.0,8.191,172.011,03/05/2019,17:43,Cash,7.8,6.0,7,03/05/2019 17:43
310,532-59-7201,Mandalay,Member,Male,Sports and travel,79.93,6.0,23.979,503.559,01/31/2019,14:04,Cash,5.5,7.0,6,01/31/2019 14:04
311,181-94-6432,Naypyitaw,Member,Male,Fashion accessories,69.33,2.0,6.933,145.593,02/05/2019,19:05,Ewallet,9.7,8.0,8,02/05/2019 19:05
312,870-76-1733,Yangon,Member,Female,Food and beverages,14.23,5.0,3.5575,74.7075,02/01/2019,10:08,Credit card,4.4,234.0,1,02/01/2019 10:08
313,423-64-4619,Yangon,Member,Female,Health and beauty,15.55,9.0,6.9975,146.9475,03/07/2019,13:12,Cash,5.0,34.0,2,03/07/2019 13:12
314,227-07-4446,Naypyitaw,Member,Female,Electronic accessories,78.13,10.0,39.065,820.365,02/10/2019,20:51,Cash,4.4,3.0,4,02/10/2019 20:51
315,174-36-3675,Naypyitaw,Member,Male,Food and beverages,99.37,2.0,9.937,208.677,02/14/2019,17:29,Cash,5.2,3.0,5,02/14/2019 17:29
316,428-83-5800,Naypyitaw,Member,Female,Food and beverages,21.08,3.0,3.162,66.402,02/09/2019,10:25,Cash,7.3,45.0,7,02/09/2019 10:25
317,603-07-0961,Naypyitaw,Member,Male,Electronic accessories,74.79,5.0,18.6975,392.6475,01/10/2019,11:34,Cash,4.9,6.0,6,01/10/2019 11:34
318,704-20-4138,Naypyitaw,Member,Female,Health and beauty,29.67,7.0,10.3845,218.0745,03/11/2019,18:58,Credit card,8.1,7.0,8,03/11/2019 18:58
319,787-15-1757,Naypyitaw,Member,Male,Health and beauty,44.07,4.0,8.814,185.094,02/18/2019,16:28,Ewallet,8.4,4.0,1,02/18/2019 16:28
320,649-11-3678,Naypyitaw,Normal,Female,Food and beverages,22.93,9.0,10.3185,216.6885,02/26/2019,20:26,Cash,5.5,4.0,2,02/26/2019 20:26
321,622-20-1945,Naypyitaw,Normal,Female,Health and beauty,39.42,1.0,1.971,41.391,01/18/2019,15:08,Cash,8.4,34.0,3,01/18/2019 15:08
322,372-94-8041,Yangon,Normal,Male,Health and beauty,15.26,6.0,4.578,96.138,02/15/2019,18:03,Ewallet,9.8,6.0,4,02/15/2019 18:03
323,563-91-7120,Yangon,Normal,Female,Fashion accessories,61.77,5.0,15.4425,324.2925,03/08/2019,13:21,Cash,6.7,2.0,5,03/08/2019 13:21
324,746-54-5508,Yangon,Normal,Male,Home and lifestyle,21.52,6.0,6.456,135.576,01/17/2019,12:48,Credit card,9.4,3.0,6,01/17/2019 12:48
325,276-54-0879,Mandalay,Normal,Male,Sports and travel,97.74,4.0,19.548,410.508,03/12/2019,19:53,Ewallet,6.4,4.0,1,03/12/2019 19:53
326,815-11-1168,Yangon,Member,Male,Food and beverages,99.78,5.0,24.945,523.845,03/09/2019,19:09,Cash,5.4,5.0,4,03/09/2019 19:09
327,719-76-3868,Naypyitaw,Member,Male,Food and beverages,94.26,4.0,18.852,395.892,03/12/2019,16:30,Cash,8.6,6.0,5,03/12/2019 16:30
328,730-61-8757,Mandalay,Member,Male,Health and beauty,51.13,4.0,10.226,214.746,01/25/2019,10:11,Credit card,4.0,6.0,6,01/25/2019 10:11
329,340-66-0321,Yangon,Member,Male,Electronic accessories,36.36,4.0,7.272,152.712,03/25/2019,13:07,Cash,7.6,7.0,7,03/25/2019 13:07
330,868-81-1752,Mandalay,Normal,Male,Home and lifestyle,22.02,9.0,9.909,208.089,02/07/2019,18:48,Cash,6.8,1.0,8,02/07/2019 18:48
331,634-97-8956,Yangon,Normal,Male,Food and beverages,32.9,3.0,4.935,103.635,02/17/2019,17:27,Credit card,9.1,1.0,1,02/17/2019 17:27
332,566-71-1091,Yangon,Normal,Male,Fashion accessories,77.02,5.0,19.255,404.355,02/03/2019,15:59,Cash,5.5,3.0,4,02/03/2019 15:59
333,442-48-3607,Yangon,Member,Male,Food and beverages,23.48,2.0,2.348,49.308,03/14/2019,11:21,Credit card,7.9,5.0,3,03/14/2019 11:21
334,835-16-0096,Naypyitaw,Member,Male,Sports and travel,14.7,5.0,3.675,77.175,03/24/2019,13:48,Ewallet,8.5,9.0,7,03/24/2019 13:48
335,527-09-6272,Yangon,Member,Female,Electronic accessories,28.45,5.0,7.1125,149.3625,03/21/2019,10:17,Credit card,9.1,3.0,6,03/21/2019 10:17
336,898-04-2717,Yangon,Normal,Male,Fashion accessories,76.4,9.0,34.38,721.98,03/19/2019,15:49,Ewallet,7.5,2.0,8,03/19/2019 15:49
337,692-27-8933,Mandalay,Normal,Female,Sports and travel,57.95,6.0,17.385,365.085,02/24/2019,13:02,Cash,5.2,1.0,1,02/24/2019 13:02
338,633-09-3463,Naypyitaw,Normal,Female,Electronic accessories,47.65,3.0,7.1475,150.0975,03/28/2019,12:58,Credit card,9.5,1.0,2,03/28/2019 12:58
339,374-17-3652,Mandalay,Member,Female,Food and beverages,42.82,9.0,19.269,404.649,02/05/2019,15:26,Credit card,8.9,5.0,4,02/05/2019 15:26
340,378-07-7001,Mandalay,Member,Male,Electronic accessories,48.09,3.0,7.2135,151.4835,02/10/2019,18:23,Credit card,7.8,6.0,5,02/10/2019 18:23
341,433-75-6987,Mandalay,Member,Female,Health and beauty,55.97,7.0,19.5895,411.3795,03/05/2019,19:06,Ewallet,8.9,7.0,7,03/05/2019 19:06
342,873-95-4984,Mandalay,Member,Female,Health and beauty,76.9,7.0,26.915,565.215,02/15/2019,20:21,Cash,7.7,8.0,6,02/15/2019 20:21
343,416-13-5917,Naypyitaw,Normal,Female,Food and beverages,97.03,5.0,24.2575,509.4075,01/30/2019,16:24,Ewallet,9.3,234.0,8,01/30/2019 16:24
344,150-89-8043,Yangon,Normal,Male,Sports and travel,44.65,3.0,6.6975,140.6475,02/14/2019,15:04,Cash,6.2,34.0,1,02/14/2019 15:04
345,135-84-8019,Yangon,Normal,Female,Fashion accessories,77.93,9.0,35.0685,736.4385,02/27/2019,16:10,Ewallet,7.6,3.0,2,02/27/2019 16:10
346,441-94-7118,Yangon,Member,Male,Electronic accessories,71.95,1.0,3.5975,75.5475,02/04/2019,12:14,Cash,7.3,3.0,3,02/04/2019 12:14
347,725-96-3778,Naypyitaw,Member,Female,Home and lifestyle,89.25,8.0,35.7,749.7,01/20/2019,10:13,Cash,4.7,45.0,4,01/20/2019 10:13
