factura_id;ciudad;tipo_cliente;genero;linea_producto;precio;cantidad;impuesto_5;total;fecha;hora;pago;rating;Producto_id;tienda_id
888-02-0338;Yangon;Normal;Male;Electronic accessories;26.23;9;11.8035;247.8735;01/25/2019;20:24;Ewallet;5.9;45;6
677-11-0152;Naypyitaw;Normal;Female;Food and beverages;93.26;9;41.967;881.307;01/16/2019;18:08;Cash;8.8;6;8
142-63-6033;Mandalay;Normal;Male;Home and lifestyle;92.36;5;23.09;484.89;03/20/2019;19:17;Ewallet;4.9;7;1
656-16-1063;Mandalay;Normal;Male;Sports and travel;46.42;3;6.963;146.223;01/04/2019;13:24;Credit card;4.4;4;2
891-58-8335;Mandalay;Member;Female;Sports and travel;29.61;7;10.3635;217.6335;03/11/2019;15:53;Cash;6.5;4;4
802-43-8934;Yangon;Normal;Male;Home and lifestyle;18.28;1;0.914;19.194;03/22/2019;15:05;Credit card;8.3;34;5
560-30-5617;Mandalay;Normal;Female;Sports and travel;24.77;5;6.1925;130.0425;03/24/2019;18:27;Cash;8.5;6;7
319-74-2561;Yangon;Member;Female;Electronic accessories;94.64;3;14.196;298.116;02/21/2019;16:55;Cash;5.5;;6
549-03-9315;Mandalay;Normal;Male;Fashion accessories;94.87;8;37.948;796.908;02/12/2019;12:58;Ewallet;8.7;;8
790-29-1172;Mandalay;Normal;Female;Food and beverages;57.34;3;8.601;180.621;03/10/2019;18:59;Credit card;7.9;;1
239-36-3640;Mandalay;Normal;Male;Electronic accessories;45.35;6;13.605;285.705;01/31/2019;13:44;Ewallet;6.1;;2
468-01-2051;Mandalay;Normal;Male;Food and beverages;62.08;7;21.728;456.288;03/06/2019;13:46;Ewallet;5.4;;3
389-25-3394;Naypyitaw;Normal;Male;Electronic accessories;11.81;5;2.9525;62.0025;02/17/2019;18:06;Cash;9.4;;4
279-62-1445;Naypyitaw;Member;Female;Fashion accessories;12.54;1;0.627;13.167;02/21/2019;12:38;Cash;8.2;;5
213-72-6612;Yangon;Normal;Male;Food and beverages;43.25;2;4.325;90.825;03/20/2019;15:56;Cash;6.2;;6
746-68-6593;Naypyitaw;Member;Female;Sports and travel;87.16;2;8.716;183.036;01/11/2019;14:29;Credit card;9.7;;1
836-82-5858;Mandalay;Member;Male;Health and beauty;69.37;9;31.2165;655.5465;01/26/2019;19:14;Ewallet;4;;4
583-72-1480;Naypyitaw;Member;Male;Electronic accessories;37.06;4;7.412;155.652;01/31/2019;16:24;Ewallet;9.7;4;5
466-61-5506;Mandalay;Member;Female;Electronic accessories;90.7;6;27.21;571.41;02/26/2019;10:52;Cash;5.3;34;6
721-86-6247;Yangon;Normal;Female;Home and lifestyle;63.42;8;25.368;532.728;03/11/2019;12:55;Ewallet;7.4;6;7
289-65-5721;Mandalay;Normal;Female;Fashion accessories;81.37;2;8.137;170.877;01/26/2019;19:28;Cash;6.5;2;8
545-46-3100;Mandalay;Member;Female;Electronic accessories;10.59;3;1.5885;33.3585;03/12/2019;13:52;Credit card;8.7;3;1
418-02-5978;Mandalay;Normal;Female;Health and beauty;84.09;9;37.8405;794.6505;02/11/2019;10:54;Cash;8;4;4
269-04-5750;Mandalay;Member;Male;Fashion accessories;73.82;4;14.764;310.044;02/21/2019;18:31;Cash;6.7;5;3
157-13-5295;Yangon;Member;Male;Health and beauty;51.94;10;25.97;545.37;03/09/2019;18:24;Ewallet;6.5;6;7
645-78-8093;Yangon;Normal;Female;Sports and travel;93.14;2;9.314;195.594;01/20/2019;18:09;Ewallet;4.1;6;6
211-30-9270;Naypyitaw;Normal;Male;Health and beauty;17.41;5;4.3525;91.4025;01/28/2019;15:16;Credit card;4.9;7;8
755-12-3214;Naypyitaw;Member;Female;Fashion accessories;44.22;5;11.055;232.155;03/05/2019;17:07;Credit card;8.6;1;1
346-84-3103;Mandalay;Member;Female;Electronic accessories;13.22;5;3.305;69.405;03/02/2019;19:26;Cash;4.3;1;2
478-06-7835;Yangon;Normal;Male;Fashion accessories;89.69;1;4.4845;94.1745;01/11/2019;11:20;Ewallet;4.9;3;4
540-11-4336;Yangon;Normal;Male;Food and beverages;24.94;9;11.223;235.683;01/11/2019;16:49;Credit card;5.6;5;5
448-81-5016;Yangon;Normal;Male;Health and beauty;59.77;2;5.977;125.517;03/11/2019;12:01;Credit card;5.8;9;7
142-72-4741;Naypyitaw;Member;Male;Fashion accessories;93.2;2;9.32;195.72;02/28/2019;18:37;Credit card;6;3;6
217-58-1179;Yangon;Member;Male;Home and lifestyle;62.65;4;12.53;263.13;01/05/2019;11:25;Cash;4.2;2;8
376-02-8238;Mandalay;Normal;Male;Home and lifestyle;93.87;8;;788.508;02/02/2019;18:42;Credit card;8.3;1;1
530-90-9855;Yangon;Member;Male;Home and lifestyle;47.59;8;19.036;399.756;01/01/2019;14:47;Cash;5.7;1;2
866-05-7563;Mandalay;Member;Female;Electronic accessories;81.4;3;12.21;256.41;02/09/2019;19:43;Cash;4.8;5;3
604-70-6476;Yangon;Member;Male;Fashion accessories;17.94;5;4.485;94.185;01/23/2019;14:04;Ewallet;6.8;6;4
799-71-1548;Yangon;Member;Male;Electronic accessories;77.72;4;15.544;326.424;01/07/2019;16:11;Credit card;8.8;7;5
785-13-7708;Mandalay;Normal;Male;Food and beverages;73.06;7;25.571;536.991;01/14/2019;19:06;Credit card;4.2;8;6
845-51-0542;Mandalay;Member;Male;Food and beverages;46.55;9;20.9475;439.8975;02/02/2019;15:34;Ewallet;6.4;234;1
662-47-5456;Naypyitaw;Member;Male;Fashion accessories;35.19;10;17.595;369.495;03/17/2019;19:06;Credit card;8.4;34;4
883-17-4236;Naypyitaw;Normal;Female;Sports and travel;14.39;2;1.439;30.219;03/02/2019;19:44;Credit card;7.2;3;5
290-68-2984;Yangon;Normal;Male;Home and lifestyle;23.75;4;4.75;99.75;03/16/2019;11:22;Cash;5.2;3;6
704-11-6354;Yangon;Member;Male;Home and lifestyle;58.9;8;23.56;494.76;01/06/2019;11:23;Cash;8.9;45;7
110-48-7033;Mandalay;Member;Male;Fashion accessories;32.62;4;6.524;137.004;01/29/2019;14:12;Cash;9;6;8
366-93-0948;Yangon;Member;Male;Electronic accessories;66.35;1;3.3175;69.6675;01/31/2019;10:46;Credit card;9.7;7;1
729-09-9681;Yangon;Member;Male;Home and lifestyle;25.91;6;7.773;163.233;02/05/2019;10:16;Ewallet;8.7;4;4
151-16-1484;Yangon;Member;Male;Electronic accessories;32.25;4;6.45;135.45;02/13/2019;12:38;Ewallet;6.5;4;3
380-94-4661;Naypyitaw;Member;Male;Electronic accessories;65.94;4;13.188;276.948;02/07/2019;13:05;Credit card;6.9;34;7
850-41-9669;Yangon;Normal;Female;Electronic accessories;75.06;9;33.777;709.317;03/19/2019;13:25;Ewallet;6.2;6;6
821-07-3596;Naypyitaw;Normal;Female;Fashion accessories;16.45;4;3.29;69.09;03/07/2019;14:53;Ewallet;5.6;2;8
655-85-5130;Mandalay;Member;Female;Fashion accessories;38.3;4;7.66;160.86;03/13/2019;19:22;Cash;5.7;3;1
447-15-7839;Yangon;Member;Female;Sports and travel;22.24;10;11.12;233.52;02/09/2019;11:00;Cash;4.2;4;2
154-74-7179;Mandalay;Normal;Male;Sports and travel;54.45;1;2.7225;57.1725;02/26/2019;19:24;Ewallet;7.9;5;4
253-12-6086;Yangon;Member;Female;Sports and travel;98.4;7;34.44;723.24;03/12/2019;12:43;Credit card;8.7;6;5
808-65-0703;Naypyitaw;Normal;Male;Home and lifestyle;35.47;4;7.094;148.974;03/14/2019;17:22;Credit card;6.9;6;7
571-94-0759;Mandalay;Member;Female;Food and beverages;74.6;10;37.3;783.3;01/08/2019;20:55;Cash;9.5;7;6
144-51-6085;Yangon;Member;Male;Home and lifestyle;70.74;4;14.148;297.108;01/05/2019;16:05;Credit card;4.4;1;8
731-14-2199;Yangon;Member;Female;Home and lifestyle;35.54;10;17.77;373.17;01/04/2019;13:34;Ewallet;7;1;1
783-09-1637;Mandalay;Normal;Female;Sports and travel;67.43;5;16.8575;354.0075;03/06/2019;18:13;Ewallet;6.3;3;2
687-15-1097;Naypyitaw;Member;Female;Health and beauty;21.12;2;2.112;44.352;01/03/2019;19:17;Cash;9.7;5;3
126-54-1082;Yangon;Member;Female;Home and lifestyle;21.54;9;9.693;203.553;01/07/2019;11:44;Credit card;8.8;9;4
633-91-1052;Yangon;Normal;Female;Home and lifestyle;12.03;2;1.203;25.263;01/27/2019;15:51;Cash;5.1;3;5
477-24-6490;Mandalay;Normal;Female;Health and beauty;99.71;6;29.913;628.173;02/26/2019;16:52;Ewallet;7.9;2;6
566-19-5475;Mandalay;Normal;Male;Fashion accessories;47.97;7;16.7895;352.5795;01/07/2019;20:52;Cash;6.2;1;1
526-86-8552;Naypyitaw;Member;Female;Home and lifestyle;21.82;10;10.91;229.11;01/07/2019;17:36;Cash;7.1;1;4
376-56-3573;Naypyitaw;Normal;Female;Fashion accessories;95.42;4;19.084;400.764;02/02/2019;13:23;Ewallet;6.4;5;5
537-72-0426;Naypyitaw;Member;Male;Fashion accessories;70.99;10;35.495;745.395;03/20/2019;16:28;Cash;5.7;6;6
828-61-5674;Yangon;Member;Male;Sports and travel;44.02;10;22.01;462.21;03/20/2019;19:57;Credit card;9.6;7;7
136-08-6195;Yangon;Normal;Female;Home and lifestyle;69.96;8;27.984;587.664;02/15/2019;17:01;Credit card;6.4;8;8
523-38-0215;Naypyitaw;Normal;Male;Home and lifestyle;37;1;1.85;38.85;03/06/2019;13:29;Credit card;7.9;234;1
490-29-1201;Yangon;Normal;Female;Sports and travel;15.34;1;0.767;16.107;01/06/2019;11:09;Cash;6.5;34;4
667-92-0055;Yangon;Member;Male;Health and beauty;99.83;6;29.949;628.929;03/04/2019;15:02;Ewallet;8.5;3;3
565-17-3836;Yangon;Member;Female;Health and beauty;47.67;4;9.534;200.214;03/12/2019;14:21;Cash;9.1;3;7
498-41-1961;Mandalay;Normal;Male;Health and beauty;66.68;5;16.67;350.07;02/20/2019;18:01;Cash;7.6;45;6
593-95-4461;Naypyitaw;Member;Male;Home and lifestyle;74.86;1;3.743;78.603;03/24/2019;14:49;Cash;6.9;6;8
226-71-3580;Naypyitaw;Normal;Female;Sports and travel;23.75;9;10.6875;224.4375;01/31/2019;12:02;Cash;9.5;7;1
283-79-9594;Mandalay;Normal;Female;Food and beverages;48.51;7;16.9785;356.5485;01/25/2019;13:30;Credit card;5.2;4;2
430-60-3493;Yangon;Member;Female;Home and lifestyle;94.88;7;33.208;697.368;02/03/2019;14:38;Cash;4.2;4;4
139-20-0155;Mandalay;Member;Male;Electronic accessories;40.3;10;20.15;423.15;01/24/2019;17:37;Credit card;7;34;5
558-80-4082;Naypyitaw;Normal;Male;Electronic accessories;27.85;7;9.7475;204.6975;03/14/2019;17:20;Ewallet;6;6;7
278-97-7759;Yangon;Member;Female;Electronic accessories;62.48;1;3.124;65.604;02/18/2019;20:29;Cash;4.7;2;6
316-68-6352;Yangon;Member;Female;Food and beverages;36.36;2;3.636;76.356;01/21/2019;10:00;Cash;7.1;3;8
585-03-5943;Mandalay;Normal;Male;Health and beauty;18.11;10;9.055;190.155;03/13/2019;11:46;Ewallet;5.9;4;1
211-05-0490;Naypyitaw;Member;Female;Electronic accessories;51.92;5;12.98;272.58;03/03/2019;13:42;Cash;7.5;5;2
727-75-6477;Naypyitaw;Normal;Male;Electronic accessories;28.84;4;5.768;121.128;03/29/2019;14:44;Cash;6.4;6;3
744-02-5987;Yangon;Member;Male;Home and lifestyle;78.38;6;23.514;493.794;01/10/2019;14:16;Ewallet;5.8;6;4
307-83-9164;Yangon;Member;Male;Home and lifestyle;60.01;4;12.002;252.042;01/25/2019;15:54;Cash;4.5;7;5
779-06-0012;Naypyitaw;Member;Female;Home and lifestyle;88.61;1;4.4305;93.0405;01/19/2019;10:21;Cash;7.7;1;6
446-47-6729;Naypyitaw;Normal;Male;Fashion accessories;99.82;2;9.982;209.622;01/02/2019;18:09;Credit card;6.7;1;1
573-10-3877;Mandalay;Member;Male;Health and beauty;39.01;1;1.9505;40.9605;03/12/2019;16:46;Credit card;4.7;3;4
735-06-4124;Naypyitaw;Normal;Male;Food and beverages;48.61;1;2.4305;51.0405;02/25/2019;15:31;Cash;4.4;5;5
439-54-7422;Yangon;Normal;Female;Electronic accessories;51.19;4;10.238;214.998;03/18/2019;17:15;Credit card;4.7;9;6
396-90-2219;Mandalay;Normal;Female;Electronic accessories;14.96;8;5.984;125.664;02/23/2019;12:29;Cash;8.6;3;7
411-77-0180;Yangon;Member;Male;Electronic accessories;72.2;7;25.27;530.67;03/26/2019;20:14;Ewallet;4.3;2;8
286-01-5402;Yangon;Normal;Female;Sports and travel;40.23;7;14.0805;295.6905;03/30/2019;13:22;Cash;9.6;1;1
803-17-8013;Yangon;Member;Female;Home and lifestyle;88.79;8;35.516;745.836;02/17/2019;17:09;Cash;4.1;1;4
512-98-1403;Yangon;Member;Female;Electronic accessories;26.48;3;3.972;83.412;03/21/2019;10:40;Ewallet;4.7;5;3
848-42-2560;Yangon;Normal;Female;Fashion accessories;81.91;2;8.191;172.011;03/05/2019;17:43;Cash;7.8;6;7
532-59-7201;Mandalay;Member;Male;Sports and travel;79.93;6;23.979;503.559;01/31/2019;14:04;Cash;5.5;7;6
181-94-6432;Naypyitaw;Member;Male;Fashion accessories;69.33;2;6.933;145.593;02/05/2019;19:05;Ewallet;9.7;8;8
870-76-1733;Yangon;Member;Female;Food and beverages;14.23;5;3.5575;74.7075;02/01/2019;10:08;Credit card;4.4;234;1
423-64-4619;Yangon;Member;Female;Health and beauty;15.55;9;6.9975;146.9475;03/07/2019;13:12;Cash;5;34;2
227-07-4446;Naypyitaw;Member;Female;Electronic accessories;78.13;10;39.065;820.365;02/10/2019;20:51;Cash;4.4;3;4
174-36-3675;Naypyitaw;Member;Male;Food and beverages;99.37;2;9.937;208.677;02/14/2019;17:29;Cash;5.2;3;5
428-83-5800;Naypyitaw;Member;Female;Food and beverages;21.08;3;3.162;66.402;02/09/2019;10:25;Cash;7.3;45;7
603-07-0961;Naypyitaw;Member;Male;Electronic accessories;74.79;5;18.6975;392.6475;01/10/2019;11:34;Cash;4.9;6;6
704-20-4138;Naypyitaw;Member;Female;Health and beauty;29.67;7;10.3845;218.0745;03/11/2019;18:58;Credit card;8.1;7;8
787-15-1757;Naypyitaw;Member;Male;Health and beauty;44.07;4;8.814;185.094;02/18/2019;16:28;Ewallet;8.4;4;1
649-11-3678;Naypyitaw;Normal;Female;Food and beverages;22.93;9;10.3185;216.6885;02/26/2019;20:26;Cash;5.5;4;2
622-20-1945;Naypyitaw;Normal;Female;Health and beauty;39.42;1;1.971;41.391;01/18/2019;15:08;Cash;8.4;34;3
372-94-8041;Yangon;Normal;Male;Health and beauty;15.26;6;4.578;96.138;02/15/2019;18:03;Ewallet;9.8;6;4
563-91-7120;Yangon;Normal;Female;Fashion accessories;61.77;5;15.4425;324.2925;03/08/2019;13:21;Cash;6.7;2;5
746-54-5508;Yangon;Normal;Male;Home and lifestyle;21.52;6;6.456;135.576;01/17/2019;12:48;Credit card;9.4;3;6
276-54-0879;Mandalay;Normal;Male;Sports and travel;97.74;4;19.548;410.508;03/12/2019;19:53;Ewallet;6.4;4;1
815-11-1168;Yangon;Member;Male;Food and beverages;99.78;5;24.945;523.845;03/09/2019;19:09;Cash;5.4;5;4
719-76-3868;Naypyitaw;Member;Male;Food and beverages;94.26;4;18.852;395.892;03/12/2019;16:30;Cash;8.6;6;5
730-61-8757;Mandalay;Member;Male;Health and beauty;51.13;4;10.226;214.746;01/25/2019;10:11;Credit card;4;6;6
340-66-0321;Yangon;Member;Male;Electronic accessories;36.36;4;7.272;152.712;03/25/2019;13:07;Cash;7.6;7;7
868-81-1752;Mandalay;Normal;Male;Home and lifestyle;22.02;9;9.909;208.089;02/07/2019;18:48;Cash;6.8;1;8
634-97-8956;Yangon;Normal;Male;Food and beverages;32.9;3;4.935;103.635;02/17/2019;17:27;Credit card;9.1;1;1
566-71-1091;Yangon;Normal;Male;Fashion accessories;77.02;5;19.255;404.355;02/03/2019;15:59;Cash;5.5;3;4
442-48-3607;Yangon;Member;Male;Food and beverages;23.48;2;2.348;49.308;03/14/2019;11:21;Credit card;7.9;5;3
835-16-0096;Naypyitaw;Member;Male;Sports and travel;14.7;5;3.675;77.175;03/24/2019;13:48;Ewallet;8.5;9;7
527-09-6272;Yangon;Member;Female;Electronic accessories;28.45;5;7.1125;149.3625;03/21/2019;10:17;Credit card;9.1;3;6
898-04-2717;Yangon;Normal;Male;Fashion accessories;76.4;9;34.38;721.98;03/19/2019;15:49;Ewallet;7.5;2;8
692-27-8933;Mandalay;Normal;Female;Sports and travel;57.95;6;17.385;365.085;02/24/2019;13:02;Cash;5.2;1;1
633-09-3463;Naypyitaw;Normal;Female;Electronic accessories;47.65;3;7.1475;150.0975;03/28/2019;12:58;Credit card;9.5;1;2
374-17-3652;Mandalay;Member;Female;Food and beverages;42.82;9;19.269;404.649;02/05/2019;15:26;Credit card;8.9;5;4
378-07-7001;Mandalay;Member;Male;Electronic accessories;48.09;3;7.2135;151.4835;02/10/2019;18:23;Credit card;7.8;6;5
433-75-6987;Mandalay;Member;Female;Health and beauty;55.97;7;19.5895;411.3795;03/05/2019;19:06;Ewallet;8.9;7;7
873-95-4984;Mandalay;Member;Female;Health and beauty;76.9;7;26.915;565.215;02/15/2019;20:21;Cash;7.7;8;6
416-13-5917;Naypyitaw;Normal;Female;Food and beverages;97.03;5;24.2575;509.4075;01/30/2019;16:24;Ewallet;9.3;234;8
150-89-8043;Yangon;Normal;Male;Sports and travel;44.65;3;6.6975;140.6475;02/14/2019;15:04;Cash;6.2;34;1
135-84-8019;Yangon;Normal;Female;Fashion accessories;77.93;9;35.0685;736.4385;02/27/2019;16:10;Ewallet;7.6;3;2
441-94-7118;Yangon;Member;Male;Electronic accessories;71.95;1;3.5975;75.5475;02/04/2019;12:14;Cash;7.3;3;3
725-96-3778;Naypyitaw;Member;Female;Home and lifestyle;89.25;8;35.7;749.7;01/20/2019;10:13;Cash;4.7;45;4
531-80-1784;Yangon;Normal;Male;Electronic accessories;26.02;7;9.107;191.247;03/28/2019;17:38;Cash;5.1;6;5
400-45-1220;Mandalay;Normal;Female;Health and beauty;13.5;10;6.75;141.75;02/27/2019;11:06;Credit card;4.8;7;6
860-79-0874;Naypyitaw;Member;Female;Fashion accessories;99.3;10;49.65;1042.65;02/15/2019;14:53;Credit card;6.6;4;1
834-61-8124;Yangon;Normal;Male;Electronic accessories;51.69;7;18.0915;379.9215;01/26/2019;18:22;Cash;5.5;4;4
115-99-4379;Mandalay;Member;Female;Fashion accessories;54.73;7;19.1555;402.2655;03/14/2019;19:02;Credit card;8.5;34;5
565-67-6697;Mandalay;Member;Male;Home and lifestyle;27;9;12.15;255.15;03/02/2019;14:16;Cash;4.8;6;6
320-49-6392;Naypyitaw;Normal;Female;Electronic accessories;30.24;1;1.512;31.752;03/04/2019;15:44;Cash;8.4;;7
889-04-9723;Mandalay;Member;Female;Food and beverages;89.14;4;17.828;374.388;01/07/2019;12:20;Credit card;7.8;;8
632-90-0281;Naypyitaw;Normal;Female;Fashion accessories;37.55;10;18.775;394.275;03/08/2019;20:01;Credit card;9.3;;1
554-42-2417;Naypyitaw;Normal;Female;Sports and travel;95.44;10;47.72;1002.12;01/09/2019;13:45;Cash;5.2;4;4
453-63-6187;Mandalay;Normal;Male;Electronic accessories;27.5;3;4.125;86.625;03/01/2019;15:40;Ewallet;6.5;34;3
578-80-7669;Mandalay;Normal;Male;Sports and travel;74.97;1;3.7485;78.7185;03/16/2019;16:58;Cash;5.6;6;7
612-36-5536;Yangon;Member;Male;Food and beverages;80.96;8;32.384;680.064;02/17/2019;11:12;Credit card;7.4;2;6
605-72-4132;Naypyitaw;Normal;Female;Food and beverages;94.47;8;37.788;793.548;02/27/2019;15:12;Cash;9.1;3;8
471-41-2823;Naypyitaw;Normal;Male;Food and beverages;99.79;2;9.979;209.559;03/07/2019;20:37;Ewallet;8;4;1
462-67-9126;Yangon;Normal;Male;Home and lifestyle;73.22;6;21.966;461.286;01/21/2019;17:44;Cash;7.2;5;2
272-27-9238;Naypyitaw;Normal;Female;Food and beverages;41.24;4;8.248;173.208;02/19/2019;16:23;Cash;7.1;6;4
834-25-9262;Naypyitaw;Normal;Female;Fashion accessories;81.68;4;16.336;343.056;01/06/2019;12:12;Cash;9.1;6;5
122-61-9553;Naypyitaw;Normal;Female;Electronic accessories;51.32;9;23.094;484.974;03/14/2019;19:33;Cash;5.6;7;7
468-88-0009;Yangon;Member;Male;Home and lifestyle;65.94;4;13.188;276.948;03/24/2019;10:29;Cash;6;1;6
613-59-9758;Naypyitaw;Normal;Female;Sports and travel;14.36;10;7.18;150.78;01/27/2019;14:28;Cash;5.4;1;8
254-31-0042;Yangon;Member;Male;Electronic accessories;21.5;9;9.675;203.175;03/06/2019;12:46;Credit card;7.8;3;1
201-86-2184;Mandalay;Member;Female;Electronic accessories;26.26;7;9.191;193.011;02/02/2019;19:40;Cash;9.9;5;2
261-12-8671;Mandalay;Normal;Female;Fashion accessories;60.96;2;6.096;128.016;01/25/2019;19:39;Credit card;4.9;9;3
730-70-9830;Naypyitaw;Normal;Female;Home and lifestyle;70.11;6;21.033;441.693;03/14/2019;17:54;Ewallet;5.2;3;4
382-25-8917;Naypyitaw;Normal;Male;Fashion accessories;42.08;6;12.624;265.104;01/29/2019;12:25;Cash;8.9;2;5
422-29-8786;Yangon;Normal;Female;Home and lifestyle;67.09;5;16.7725;352.2225;01/03/2019;16:47;Credit card;9.1;1;6
667-23-5919;Yangon;Member;Female;Fashion accessories;96.7;5;24.175;507.675;01/14/2019;12:52;Ewallet;7;1;1
843-01-4703;Mandalay;Member;Female;Home and lifestyle;35.38;9;15.921;334.341;01/05/2019;19:50;Credit card;9.6;5;4
743-88-1662;Naypyitaw;Normal;Male;Sports and travel;95.49;7;33.4215;701.8515;02/22/2019;18:17;Ewallet;8.7;6;5
595-86-2894;Naypyitaw;Member;Male;Fashion accessories;96.98;4;19.396;407.316;02/06/2019;17:20;Ewallet;9.4;7;6
182-69-8360;Mandalay;Normal;Female;Electronic accessories;23.65;4;4.73;99.33;01/30/2019;13:32;Credit card;4;8;7
289-15-7034;Yangon;Member;Male;Sports and travel;82.33;4;16.466;345.786;01/11/2019;10:37;Credit card;7.5;234;8
462-78-5240;Naypyitaw;Normal;Female;Electronic accessories;26.61;2;2.661;55.881;03/19/2019;14:35;Cash;4.2;34;1
868-52-7573;Mandalay;Normal;Female;Food and beverages;99.69;5;24.9225;523.3725;01/14/2019;12:09;Cash;9.9;3;4
153-58-4872;Naypyitaw;Member;Female;Food and beverages;74.89;4;14.978;314.538;03/01/2019;15:32;Ewallet;4.2;3;3
662-72-2873;Yangon;Normal;Female;Food and beverages;40.94;5;10.235;214.935;01/06/2019;13:58;Ewallet;9.9;45;7
525-88-7307;Mandalay;Member;Male;Sports and travel;75.82;1;3.791;79.611;01/31/2019;13:19;Cash;5.8;6;6
689-16-9784;Naypyitaw;Normal;Male;Food and beverages;46.77;6;14.031;294.651;03/11/2019;13:37;Cash;6;7;8
725-56-0833;Yangon;Normal;Female;Health and beauty;32.32;10;16.16;339.36;02/20/2019;16:49;Credit card;10;4;1
394-41-0748;Naypyitaw;Member;Female;Fashion accessories;54.07;9;24.3315;510.9615;01/27/2019;14:55;Ewallet;9.5;4;2
596-42-3999;Mandalay;Normal;Male;Food and beverages;18.22;7;6.377;133.917;03/10/2019;14:04;Credit card;6.6;34;4
541-89-9860;Naypyitaw;Member;Female;Fashion accessories;80.48;3;12.072;253.512;02/15/2019;12:31;Cash;8.1;6;5
173-82-9529;Mandalay;Normal;Female;Fashion accessories;37.95;10;18.975;398.475;01/26/2019;14:51;Cash;9.7;2;7
563-36-9814;Yangon;Member;Male;Electronic accessories;76.82;1;3.841;80.661;02/13/2019;18:27;Ewallet;7.2;3;6
308-47-4913;Yangon;Member;Female;Sports and travel;52.26;10;26.13;548.73;03/09/2019;12:45;Credit card;6.2;4;8
885-17-6250;Yangon;Normal;Female;Health and beauty;79.74;1;3.987;83.727;03/06/2019;10:36;Ewallet;7.3;5;1
726-27-2396;Yangon;Normal;Female;Health and beauty;77.5;5;19.375;406.875;01/24/2019;20:36;Ewallet;4.3;6;2
316-01-3952;Yangon;Normal;Female;Food and beverages;54.27;5;13.5675;284.9175;03/13/2019;14:16;Ewallet;4.6;6;3
760-54-1821;Mandalay;Normal;Male;Home and lifestyle;13.59;9;6.1155;128.4255;03/15/2019;10:26;Cash;5.8;7;4
793-10-3222;Mandalay;Member;Female;Health and beauty;41.06;6;12.318;258.678;03/05/2019;13:30;Credit card;8.3;1;5
346-12-3257;Mandalay;Member;Male;Electronic accessories;19.24;9;8.658;181.818;03/04/2019;16:28;Cash;8;1;6
110-05-6330;Naypyitaw;Normal;Female;Food and beverages;39.43;6;11.829;248.409;03/25/2019;20:18;Credit card;9.4;3;1
651-61-0874;Naypyitaw;Normal;Male;Home and lifestyle;46.22;4;9.244;194.124;03/12/2019;20:04;Credit card;6.2;5;4
236-86-3015;Naypyitaw;Member;Male;Home and lifestyle;13.98;1;0.699;14.679;02/04/2019;13:38;Ewallet;9.8;9;5
831-64-0259;Mandalay;Normal;Female;Fashion accessories;39.75;5;9.9375;208.6875;02/22/2019;10:43;Ewallet;9.6;3;6
587-03-7455;Naypyitaw;Member;Female;Fashion accessories;97.79;7;34.2265;718.7565;02/16/2019;17:30;Ewallet;4.9;2;7
882-40-4577;Yangon;Member;Male;Sports and travel;67.26;4;13.452;282.492;01/19/2019;15:28;Credit card;8;1;8
732-67-5346;Yangon;Normal;Male;Food and beverages;13.79;5;3.4475;72.3975;01/11/2019;19:07;Credit card;7.8;1;1
725-32-9708;Mandalay;Member;Female;Fashion accessories;68.71;4;13.742;288.582;01/04/2019;19:01;Cash;4.1;5;4
256-08-8343;Yangon;Normal;Female;Home and lifestyle;56.53;4;11.306;237.426;03/04/2019;19:48;Ewallet;5.5;6;3
372-26-1506;Naypyitaw;Normal;Female;Fashion accessories;23.82;5;5.955;125.055;01/28/2019;19:24;Ewallet;5.4;7;7
244-08-0162;Mandalay;Normal;Female;Health and beauty;34.21;10;17.105;359.205;01/02/2019;13:00;Cash;5.1;8;6
569-71-4390;Mandalay;Normal;Male;Sports and travel;21.87;2;2.187;45.927;01/25/2019;14:29;Ewallet;6.9;234;8
132-23-6451;Yangon;Member;Male;Health and beauty;20.97;5;5.2425;110.0925;01/04/2019;13:21;Cash;7.8;34;1
696-90-2548;Yangon;Normal;Male;Sports and travel;25.84;3;3.876;81.396;03/10/2019;18:55;Ewallet;6.6;3;2
472-15-9636;Yangon;Normal;Male;Home and lifestyle;50.93;8;20.372;427.812;03/22/2019;19:36;Ewallet;9.2;3;4
268-03-6164;Mandalay;Normal;Male;Health and beauty;96.11;1;4.8055;100.9155;01/25/2019;16:28;Ewallet;7.8;45;5
750-57-9686;Naypyitaw;Normal;Female;Home and lifestyle;45.38;4;9.076;190.596;01/08/2019;13:48;Credit card;8.7;6;7
186-09-3669;Naypyitaw;Member;Female;Health and beauty;81.51;1;4.0755;85.5855;01/22/2019;10:57;Ewallet;9.2;7;6
848-07-1692;Mandalay;Normal;Female;Health and beauty;57.22;2;5.722;120.162;01/12/2019;17:13;Ewallet;8.3;4;8
745-71-3520;Yangon;Member;Female;Electronic accessories;25.22;7;8.827;185.367;02/04/2019;10:23;Cash;8.2;4;1
266-76-6436;Naypyitaw;Member;Female;Food and beverages;38.6;3;5.79;121.59;03/28/2019;13:57;Ewallet;7.5;34;2
740-22-2500;Naypyitaw;Normal;Female;Electronic accessories;84.05;3;12.6075;264.7575;01/23/2019;13:29;Cash;9.8;6;3
